,Lower Super Output Area,Names,2011 Census Population;Age Structure;All Ages,Population Density;Area (Hectares);,Country of Birth;% Not United Kingdom;2011,Household Language;% of households where no people aged 16 or over have English as a main language;2011,House Prices;Median Price (?;2014,House Prices;Sales;2014,Economic Activity;Unemployment Rate;2011,Qualifications;% No qualifications;2011,Public Transport Accessibility Levels (2014);Average Score;,Child Benefit;Total Number of Children;2013,"Household Income, 2011/12;Median Annual Household Income estimate (?",theft_number,theft_rate
4119,E01002926,Kingston upon Thames 010B,1535,28.9,20.5,6.3,453500,14,3.8,9.2,2.8,295,46100,9.0,58.63192182410423
4120,E01002966,Kingston upon Thames 010C,1910,50.4,19.0,6.6,480000,43,4.5,10.3,2.5,310,40311,33.0,172.77486910994764
4121,E01002992,Kingston upon Thames 010D,1752,33.0,29.6,8.7,421550,33,2.7,5.9,1.4,180,36705,5.0,28.538812785388128
4122,E01002921,Kingston upon Thames 011A,1555,17.2,33.3,11.7,320750,40,5.5,9.2,4.3,150,34506,8.0,51.44694533762058
4123,E01002987,Kingston upon Thames 011B,1702,21.3,33.8,12.7,336000,68,7.6,12.3,5.4,155,34366,180.0,1057.5793184488837
4124,E01002988,Kingston upon Thames 011C,1906,28.5,29.6,6.8,480000,29,3.2,4.8,3.2,180,43602,12.0,62.95907660020987
4125,E01002989,Kingston upon Thames 011D,1830,15.1,24.7,7.5,400750,70,2.4,3.8,4.5,190,51716,48.0,262.2950819672131
4126,E01002975,Kingston upon Thames 012A,1381,29.6,39.2,17.0,447500,16,4.4,13.4,2.8,300,39069,10.0,72.4112961622013
4127,E01002977,Kingston upon Thames 012B,1673,29.9,27.0,12.4,378000,27,7.1,21.6,2.8,400,30431,14.0,83.68200836820083
4128,E01002980,Kingston upon Thames 012C,1413,23.1,32.3,13.7,510000,9,4.2,17.0,2.8,220,41248,7.0,49.53998584571833
4129,E01002981,Kingston upon Thames 012D,1544,37.7,37.1,15.8,515400,16,3.6,13.1,2.4,340,44496,5.0,32.38341968911917
4130,E01002984,Kingston upon Thames 012E,1426,27.1,37.6,18.5,334250,14,4.3,17.9,3.4,205,36853,10.0,70.12622720897616
4131,E01002923,Kingston upon Thames 013A,1570,11.7,26.8,8.5,315000,19,7.5,24.3,3.1,240,25407,9.0,57.324840764331206
4132,E01002925,Kingston upon Thames 013B,1615,23.1,24.7,7.3,382500,57,3.6,9.5,2.7,235,41287,16.0,99.07120743034056
4133,E01002993,Kingston upon Thames 013C,1519,16.6,30.7,8.3,375000,28,2.5,6.8,4.0,140,40200,8.0,52.666227781435154
4134,E01002995,Kingston upon Thames 013D,1476,40.9,25.1,5.6,465000,57,2.0,8.2,3.2,155,56324,2.0,13.550135501355014
4135,E01002999,Kingston upon Thames 013E,1449,18.9,32.8,12.2,304975,30,6.6,9.0,4.8,175,33525,12.0,82.81573498964804
4136,E01002915,Kingston upon Thames 014A,1304,29.3,27.8,8.8,412500,18,4.4,15.3,1.5,225,37492,1.0,7.668711656441718
4137,E01002916,Kingston upon Thames 014B,1478,44.0,23.4,7.5,567500,19,4.6,13.6,2.7,275,41815,7.0,47.36129905277402
4138,E01002917,Kingston upon Thames 014C,1397,27.6,22.9,5.2,523659,17,3.9,14.7,1.7,235,45041,3.0,21.47458840372226
4139,E01002920,Kingston upon Thames 014D,1604,46.5,18.9,4.9,552500,24,3.1,15.7,1.8,330,45960,3.0,18.703241895261844
4140,E01002924,Kingston upon Thames 014E,1530,32.6,16.8,3.9,775000,13,3.9,8.5,1.6,200,58244,2.0,13.071895424836601
4141,E01002976,Kingston upon Thames 015A,1654,27.8,20.6,7.2,365000,29,3.3,17.7,1.9,350,37199,1.0,6.045949214026602
4142,E01002978,Kingston upon Thames 015B,1761,36.4,25.4,8.8,507500,22,4.7,13.1,3.5,285,47331,39.0,221.46507666098807
4143,E01002979,Kingston upon Thames 015C,1549,33.8,21.9,8.1,249950,31,3.4,11.5,2.6,310,42880,1.0,6.455777921239509
4144,E01002982,Kingston upon Thames 015D,1438,25.8,35.5,13.5,475000,16,3.1,20.8,2.9,285,38718,2.0,13.908205841446453
4145,E01002983,Kingston upon Thames 015E,1626,64.9,30.1,9.6,492500,24,3.7,12.8,2.5,265,48045,8.0,49.20049200492005
4146,E01002994,Kingston upon Thames 016A,1510,31.9,24.0,10.0,347500,30,4.1,13.3,2.5,205,48609,6.0,39.735099337748345
4147,E01002996,Kingston upon Thames 016B,1513,20.3,20.8,5.6,478000,18,2.6,12.6,2.9,260,46783,8.0,52.875082617316586
4148,E01002997,Kingston upon Thames 016C,1462,23.4,19.7,3.4,590000,45,3.5,10.3,3.1,230,49679,5.0,34.19972640218878
4149,E01002998,Kingston upon Thames 016D,1530,14.4,22.2,11.8,405000,29,4.5,15.6,2.6,380,34185,13.0,84.9673202614379
4150,E01003002,Kingston upon Thames 016E,1826,30.3,24.3,9.5,310000,29,5.8,18.7,2.6,385,33833,33.0,180.72289156626505
4151,E01002918,Kingston upon Thames 017A,1758,43.7,28.8,16.3,335000,23,4.9,18.8,2.2,535,32443,3.0,17.064846416382252
4152,E01002919,Kingston upon Thames 017B,1705,76.8,39.7,19.7,245000,35,6.1,16.2,3.4,415,30727,28.0,164.22287390029325
4153,E01003000,Kingston upon Thames 017C,1553,114.7,27.8,9.7,379950,21,5.2,23.5,1.5,380,31570,13.0,83.70895041854475
4154,E01003001,Kingston upon Thames 017D,1831,36.8,33.7,14.2,360000,30,3.8,16.7,2.2,445,34841,31.0,169.30638995084655
4155,E01003003,Kingston upon Thames 017E,1557,23.3,29.8,14.1,380000,23,4.8,17.4,3.2,310,33230,7.0,44.9582530507386
4156,E01002939,Kingston upon Thames 018A,1548,26.2,22.2,10.2,294000,26,4.8,20.0,2.9,390,32402,14.0,90.43927648578811
4157,E01002941,Kingston upon Thames 018B,1487,62.0,16.1,6.8,292000,31,4.1,21.6,2.2,255,34776,15.0,100.87424344317418
4158,E01002942,Kingston upon Thames 018C,1370,21.2,12.4,3.3,375000,15,3.1,21.8,3.0,285,35971,2.0,14.598540145985401
4159,E01003004,Kingston upon Thames 018D,1578,31.3,22.9,7.6,355000,25,4.7,16.3,2.0,375,35011,3.0,19.011406844106464
4160,E01003005,Kingston upon Thames 018E,1488,23.1,16.9,6.7,315000,25,3.0,17.8,2.0,355,33909,4.0,26.881720430107528
4161,E01002944,Kingston upon Thames 019A,1360,30.2,16.8,6.9,311750,22,4.0,20.0,1.5,350,33496,3.0,22.058823529411764
4162,E01002945,Kingston upon Thames 019B,1559,24.8,12.1,4.6,276000,52,3.2,20.1,2.3,345,34241,6.0,38.486209108402825
4163,E01002946,Kingston upon Thames 019C,1498,46.7,12.1,2.5,340000,31,4.7,17.9,1.9,275,35584,7.0,46.72897196261682
4164,E01002947,Kingston upon Thames 019D,1614,29.5,11.2,4.0,337100,27,3.2,18.3,3.0,365,36300,2.0,12.391573729863692
4165,E01002940,Kingston upon Thames 020A,1580,22.3,18.7,6.8,275000,23,5.3,23.4,3.0,375,31609,3.0,18.987341772151897
4166,E01002943,Kingston upon Thames 020B,1396,31.1,16.3,5.1,325500,20,5.3,25.0,1.6,340,31983,1.0,7.163323782234957
4167,E01002948,Kingston upon Thames 020C,2103,526.1,18.7,6.9,339950,31,4.5,19.3,1.8,555,35210,49.0,233.0004755111745
4168,E01002949,Kingston upon Thames 020D,1862,29.8,15.1,5.9,342500,30,4.4,17.0,2.6,460,35081,8.0,42.96455424274973
4169,E01002950,Kingston upon Thames 020E,1596,98.2,14.7,5.8,250000,30,5.8,22.3,2.7,410,30277,5.0,31.32832080200501
4170,E01003472,Merton 001A,1344,9.1,26.3,5.8,970072,24,2.8,6.8,2.9,180,58959,2.0,14.88095238095238
4171,E01003473,Merton 001B,1353,20.5,39.3,11.7,890000,17,2.8,4.8,3.0,175,53952,11.0,81.30081300813009
4172,E01003474,Merton 001C,1411,60.2,29.1,7.9,1556500,14,2.9,5.0,2.7,175,72913,5.0,35.43586109142452
4173,E01003475,Merton 001D,2511,71.6,37.5,12.9,360000,49,4.5,8.9,3.0,470,32911,72.0,286.7383512544803
4174,E01003478,Merton 001E,1639,33.5,30.2,7.8,675000,33,1.8,8.2,3.2,300,52830,20.0,122.02562538133009
4175,E01003460,Merton 002A,1499,355.0,29.4,6.6,1712500,26,3.5,8.3,2.2,135,65700,26.0,173.4489659773182
4176,E01003462,Merton 002B,1464,44.2,33.0,6.8,1395000,15,3.3,8.0,1.5,170,64139,4.0,27.3224043715847
4177,E01003464,Merton 002C,1393,79.0,42.3,14.4,1485000,30,3.3,9.8,1.7,140,65060,19.0,136.39626704953338
4178,E01003465,Merton 002D,1300,62.0,31.5,8.1,2637500,14,1.9,6.4,2.3,145,78144,12.0,92.30769230769232
4179,E01003400,Merton 003A,1486,18.2,44.9,10.9,632500,30,2.8,4.2,6.2,150,51157,19.0,127.8600269179004
4180,E01003454,Merton 003B,1362,15.7,33.3,8.0,499975,26,2.6,7.2,4.8,160,52422,16.0,117.47430249632892
4181,E01003456,Merton 003C,1547,23.9,41.5,12.7,564550,18,4.9,7.3,7.1,135,50184,226.0,1460.8920491273434
4182,E01003476,Merton 003D,1404,16.9,33.2,9.8,775000,17,3.4,11.1,3.4,285,45886,4.0,28.490028490028493
4183,E01003477,Merton 003E,1535,18.2,31.9,8.6,681500,26,2.8,8.5,3.1,190,50869,8.0,52.11726384364821
4184,E01003401,Merton 004A,1346,18.0,42.9,12.1,526000,13,3.0,5.6,6.8,115,54021,42.0,312.035661218425
4185,E01003402,Merton 004B,1552,22.7,45.7,17.4,740000,24,2.9,5.5,7.1,135,57107,40.0,257.73195876288656
4186,E01003403,Merton 004C,1546,25.1,36.1,11.0,573000,34,3.8,7.4,4.7,125,55699,10.0,64.6830530401035
4187,E01003404,Merton 004D,1674,21.4,40.3,12.1,466500,46,3.9,8.5,3.5,120,48993,9.0,53.763440860215056
4188,E01003461,Merton 004E,1544,27.2,29.4,8.1,775000,29,2.4,2.4,4.5,120,62269,36.0,233.16062176165804
4189,E01003367,Merton 005A,2401,46.8,50.3,16.0,329950,43,3.8,10.7,4.0,320,34011,104.0,433.1528529779258
4190,E01003369,Merton 005B,1656,9.4,45.7,18.2,357500,38,4.8,10.4,4.3,225,31808,13.0,78.5024154589372
4191,E01003370,Merton 005C,1979,15.3,49.1,21.5,317751,34,4.1,9.9,4.7,320,31121,47.0,237.49368367862556
4192,E01003371,Merton 005D,1558,12.1,42.9,15.8,422500,28,4.2,12.0,3.9,190,34237,5.0,32.09242618741977
4193,E01003455,Merton 005E,1579,21.2,38.4,14.6,350000,46,4.1,8.3,1.8,250,39304,12.0,75.99746675110829
4194,E01003359,Merton 006A,1733,17.0,37.2,12.0,490000,31,3.7,16.1,4.2,320,32662,24.0,138.48817080207732
4195,E01003360,Merton 006B,1687,13.7,35.9,11.1,570000,49,2.7,7.4,5.0,230,48589,67.0,397.15471250740956
4196,E01003457,Merton 006C,1622,14.1,31.5,5.8,860000,27,3.0,8.2,3.7,215,56645,7.0,43.15659679408138
4197,E01003458,Merton 006D,1601,13.7,38.6,11.5,765000,36,2.3,8.5,3.3,210,50941,31.0,193.62898188632107
4198,E01003459,Merton 006E,2087,18.9,33.8,12.0,410000,44,5.3,14.0,3.4,395,32884,16.0,76.66506947771921
4199,E01003394,Merton 007A,1931,16.0,60.1,32.5,400000,18,6.4,19.3,3.2,415,27554,11.0,56.965302951838424
4200,E01003395,Merton 007B,1471,21.6,47.4,19.7,368000,17,6.5,16.8,1.9,325,29368,5.0,33.99048266485384
4201,E01003396,Merton 007C,1592,9.5,55.7,24.3,517500,21,5.5,13.4,4.8,310,30390,4.0,25.12562814070352
4202,E01003397,Merton 007D,1552,12.6,52.7,22.4,500000,23,6.2,14.9,3.8,315,28652,11.0,70.87628865979381
4203,E01003398,Merton 007E,1741,20.9,49.5,21.3,390000,17,6.9,15.9,2.6,460,29712,14.0,80.41355542791499
4204,E01003368,Merton 008A,1586,14.8,51.8,20.8,397500,18,6.3,18.8,3.2,310,28716,11.0,69.35687263556116
4205,E01003372,Merton 008B,1532,12.8,41.1,17.4,346000,19,7.4,21.0,3.2,415,26063,15.0,97.911227154047
4206,E01003393,Merton 008C,1529,7.7,57.8,34.7,311500,32,7.8,13.8,4.1,335,27785,20.0,130.80444735120994
4207,E01003406,Merton 008D,1641,19.0,37.8,19.3,247000,15,9.2,17.8,1.8,490,27218,9.0,54.844606946983546
4208,E01003407,Merton 008E,1784,19.8,53.0,27.3,218500,43,5.9,11.7,2.4,350,30285,41.0,229.82062780269058
4209,E01003355,Merton 009A,1581,14.2,40.4,14.6,425000,31,3.9,6.4,5.4,185,44062,11.0,69.57621758380772
4210,E01003356,Merton 009B,1757,45.9,34.4,10.8,680000,26,2.2,7.2,4.6,270,48333,16.0,91.0643141718839
4211,E01003358,Merton 009C,1823,15.3,40.8,15.0,606000,33,4.0,5.4,6.8,215,48831,15.0,82.28195282501372
4212,E01003383,Merton 009D,1535,25.1,40.5,11.0,633000,33,3.5,4.9,7.2,160,52255,100.0,651.4657980456026
4213,E01003384,Merton 009E,1521,15.3,32.3,7.2,515400,26,2.9,6.0,6.4,155,52732,5.0,32.87310979618672
4214,E01003442,Merton 010A,1691,25.0,34.8,10.7,607500,35,2.1,6.9,2.7,185,59028,4.0,23.65464222353637
4215,E01003443,Merton 010B,1564,22.2,25.3,5.8,877999,28,3.5,4.0,5.1,215,61487,4.0,25.575447570332482
4216,E01003444,Merton 010C,1557,26.4,30.0,7.9,745500,25,3.3,7.1,4.0,220,51431,5.0,32.113037893384714
4217,E01003445,Merton 010D,1713,47.6,29.6,6.2,659950,23,3.8,12.5,3.0,280,49156,12.0,70.05253940455341
4218,E01003463,Merton 010E,1291,54.3,39.7,13.1,1600000,19,3.3,6.3,1.9,150,68125,4.0,30.98373353989156
4219,E01003380,Merton 011A,1648,22.9,34.5,7.9,403000,29,3.7,9.0,3.0,240,46842,3.0,18.203883495145632
4220,E01003382,Merton 011B,1539,16.5,34.5,7.2,537500,32,3.1,10.0,4.1,255,44842,8.0,51.98180636777128
4221,E01003385,Merton 011C,1581,19.8,30.2,6.9,721000,25,2.8,6.3,3.7,210,56439,17.0,107.52688172043011
4222,E01003399,Merton 011D,1373,13.1,40.1,9.1,475000,21,4.0,6.5,4.0,155,47826,9.0,65.54989075018209
4223,E01003423,Merton 011E,1548,20.7,32.0,8.3,499000,23,4.3,7.9,3.5,275,45792,18.0,116.27906976744185
4224,E01003357,Merton 012A,1742,33.2,41.0,20.8,280000,19,7.6,18.1,4.8,435,24735,12.0,68.88633754305395
4225,E01003376,Merton 012B,1553,19.6,41.7,18.7,308000,17,8.3,24.7,2.0,385,24350,16.0,103.026400515132
4226,E01003377,Merton 012C,1562,11.0,40.1,20.9,171500,11,12.3,25.0,2.0,500,20421,9.0,57.61843790012804
4227,E01003408,Merton 012D,1852,15.8,48.2,21.6,317500,31,6.7,12.0,2.7,325,30443,9.0,48.59611231101512
4228,E01003410,Merton 012E,1581,12.7,47.4,24.9,226000,25,6.3,19.3,2.1,410,26020,6.0,37.95066413662239
4229,E01003386,Merton 013A,2204,15.9,51.0,27.8,290000,7,6.6,15.6,3.9,645,26976,16.0,72.59528130671507
4230,E01003388,Merton 013B,1439,14.7,43.7,16.6,280055,14,7.0,25.1,4.6,405,25947,36.0,250.17373175816542
4231,E01003389,Merton 013C,1764,18.4,45.1,20.4,310000,25,6.8,19.7,4.0,450,26742,21.0,119.04761904761904
4232,E01003392,Merton 013D,1299,24.2,49.2,20.6,210000,23,6.6,17.7,3.3,300,28863,11.0,84.68052347959969
4233,E01003409,Merton 013E,1710,22.5,44.9,21.5,327475,16,8.4,25.1,3.9,495,25314,16.0,93.5672514619883
4234,E01003387,Merton 014A,1604,23.2,38.0,15.5,286000,13,10.5,23.6,2.6,540,24604,4.0,24.93765586034913
4235,E01003391,Merton 014B,1333,8.7,34.7,12.1,202000,8,12.6,22.4,1.9,430,21756,9.0,67.51687921980495
4236,E01003411,Merton 014C,1729,20.9,42.3,20.7,275000,40,7.6,17.6,3.2,510,27376,14.0,80.97165991902834
4237,E01003412,Merton 014D,1660,20.9,40.2,19.4,228000,19,9.8,22.5,2.4,490,26223,7.0,42.16867469879518
4238,E01003435,Merton 014E,1312,82.2,32.5,11.4,305000,14,6.7,21.7,2.0,470,29390,23.0,175.3048780487805
4239,E01003361,Merton 015A,1646,21.0,36.9,14.5,462500,22,5.5,15.9,2.9,360,34048,13.0,78.97934386391252
4240,E01003424,Merton 015B,1533,29.8,24.3,5.7,800000,21,1.7,9.5,2.0,265,55347,9.0,58.70841487279843
4241,E01003425,Merton 015C,1440,27.1,27.0,4.9,743000,15,2.9,10.0,3.2,230,51518,4.0,27.77777777777778
4242,E01003426,Merton 015D,1749,39.4,42.3,15.6,620000,15,5.5,14.0,5.1,305,42879,8.0,45.740423098913666
4243,E01003428,Merton 015E,1457,30.2,29.2,6.3,525000,43,3.9,10.2,3.5,230,49057,8.0,54.9073438572409
4244,E01003366,Merton 016A,1502,57.0,35.2,9.7,427500,24,4.5,20.2,3.1,275,31508,22.0,146.47137150466045
4245,E01003381,Merton 016B,1451,15.5,42.5,8.9,565583,44,2.2,10.5,5.3,165,44088,15.0,103.37698139214335
4246,E01003446,Merton 016C,1668,23.9,44.1,14.5,330000,47,4.4,9.1,5.4,265,38146,43.0,257.79376498800957
4247,E01003447,Merton 016D,1545,40.2,36.2,13.6,295000,33,4.8,18.6,2.6,380,28073,15.0,97.08737864077669
4248,E01003471,Merton 016E,1576,30.5,36.3,11.1,608750,28,5.1,16.1,3.6,285,41275,108.0,685.2791878172588
4249,E01003413,Merton 017A,1900,30.1,45.1,20.2,250000,38,8.2,16.9,2.8,505,28402,32.0,168.42105263157893
4250,E01003414,Merton 017B,1591,22.4,44.8,17.6,332500,16,6.6,19.1,3.0,410,28549,8.0,50.2828409805154
4251,E01003415,Merton 017C,1632,21.8,40.7,14.2,323000,38,7.4,19.7,3.0,540,29604,9.0,55.14705882352941
4252,E01003416,Merton 017D,1512,32.1,38.2,13.1,310500,20,6.9,19.6,2.4,360,29782,5.0,33.06878306878307
4253,E01003434,Merton 017E,1489,17.8,38.3,14.6,315000,15,5.1,19.6,2.7,345,29963,10.0,67.15916722632639
4254,E01003373,Merton 018A,1465,17.1,37.5,19.2,170000,2,9.4,24.8,2.0,480,20130,4.0,27.303754266211605
4255,E01003378,Merton 018B,1992,22.4,41.0,19.0,261000,17,9.0,18.2,2.8,575,26770,10.0,50.200803212851405
4256,E01003379,Merton 018C,1846,13.5,44.5,20.4,198500,24,9.2,28.3,4.4,535,22126,22.0,119.17659804983748
4257,E01003390,Merton 018D,1597,9.2,49.2,26.2,158500,16,12.3,25.2,4.8,475,19577,19.0,118.9730745147151
4258,E01003405,Merton 018E,1705,28.2,44.2,19.5,349000,69,7.7,24.6,3.1,550,24759,8.0,46.9208211143695
4259,E01003429,Merton 019A,1456,15.3,32.7,12.2,308000,15,5.5,21.7,2.1,395,30326,9.0,61.81318681318681
4260,E01003430,Merton 019B,1443,12.1,41.6,13.4,190000,8,10.5,22.1,2.6,470,22134,7.0,48.510048510048506
4261,E01003431,Merton 019C,1506,12.6,37.1,11.9,250000,9,11.4,21.8,2.9,495,24239,9.0,59.7609561752988
4262,E01003432,Merton 019D,1556,48.6,28.0,11.6,303100,13,11.7,24.1,2.7,560,22585,4.0,25.706940874035986
4263,E01003433,Merton 019E,1525,27.4,41.3,11.6,232500,12,9.6,21.3,3.0,410,26762,9.0,59.01639344262295
4264,E01003466,Merton 020A,1592,23.7,29.4,8.8,595000,13,4.0,13.6,2.3,275,43661,4.0,25.12562814070352
4265,E01003467,Merton 020B,1618,39.3,28.3,5.2,500000,25,3.3,12.0,2.2,315,45395,6.0,37.08281829419036
4266,E01003468,Merton 020C,1699,46.6,25.0,6.0,490000,27,4.4,12.4,3.0,320,42495,8.0,47.086521483225425
4267,E01003469,Merton 020D,1620,29.5,44.6,23.2,367500,24,6.6,14.5,3.2,425,30229,94.0,580.2469135802469
4268,E01003470,Merton 020E,1757,25.6,38.7,17.3,386000,22,4.1,14.6,3.3,370,34406,16.0,91.0643141718839
4269,E01003362,Merton 021A,1323,42.4,27.6,7.0,485000,22,4.8,17.2,2.3,235,39403,24.0,181.40589569160997
4270,E01003363,Merton 021B,1638,46.3,23.9,9.2,440000,23,3.6,15.6,2.0,350,36641,2.0,12.21001221001221
4271,E01003364,Merton 021C,1731,22.0,24.8,7.3,452500,30,3.9,15.4,2.0,320,35715,6.0,34.66204506065858
4272,E01003365,Merton 021D,1409,33.6,29.7,8.0,466000,10,4.2,18.3,3.2,255,40850,4.0,28.388928317955997
4273,E01003421,Merton 021E,1600,27.4,31.1,10.6,356250,26,4.8,16.9,2.5,295,32273,,
4274,E01003374,Merton 022A,1440,33.4,36.6,14.8,225000,19,8.5,29.1,3.4,465,25462,24.0,166.66666666666666
4275,E01003375,Merton 022B,1616,182.7,33.5,15.3,285000,15,6.9,22.8,3.5,365,28810,33.0,204.20792079207922
4276,E01003437,Merton 022C,1879,39.1,35.3,13.0,294750,28,5.5,22.6,2.6,410,29994,43.0,228.84513038850451
4277,E01003440,Merton 022D,1536,45.5,34.8,15.6,207475,18,7.9,21.7,2.2,410,26153,11.0,71.61458333333333
4278,E01003441,Merton 022E,1858,21.9,37.4,15.6,270000,15,7.6,24.6,2.6,460,25891,15.0,80.73196986006458
4279,E01003427,Merton 023A,1758,34.6,53.8,27.5,250000,38,7.4,16.1,5.3,390,29506,177.0,1006.8259385665528
4280,E01003436,Merton 023B,1565,21.6,33.4,14.5,290000,21,6.4,25.8,2.3,475,25806,6.0,38.33865814696486
4281,E01003439,Merton 023C,1439,36.3,43.0,22.1,335000,19,9.6,20.6,5.2,355,25492,32.0,222.37665045170257
4282,E01003448,Merton 023D,1701,20.0,34.1,17.0,260000,60,9.6,22.8,2.4,510,25072,13.0,76.42563198118754
4283,E01003453,Merton 023E,1695,20.6,38.2,21.5,299950,20,6.9,25.2,4.0,455,25649,20.0,117.99410029498524
4284,E01003438,Merton 024A,1691,19.4,32.6,17.1,285000,16,8.9,26.5,3.0,470,24789,5.0,29.568302779420463
4285,E01003449,Merton 024B,1759,30.0,40.1,17.1,329950,19,5.3,19.1,2.9,450,27981,11.0,62.53553155201819
4286,E01003450,Merton 024C,1611,22.6,28.1,14.6,280000,18,8.6,26.5,3.3,490,25485,6.0,37.243947858473
4287,E01003451,Merton 024D,1666,57.3,25.2,8.4,400000,17,5.0,20.5,2.9,340,32119,12.0,72.02881152460985
4288,E01003452,Merton 024E,1982,33.9,31.9,12.8,247500,15,5.8,27.9,3.3,535,24745,41.0,206.86175580221996
4289,E01003417,Merton 025A,1559,30.0,18.3,4.9,361500,21,4.3,24.0,2.7,315,32009,6.0,38.486209108402825
4290,E01003418,Merton 025B,1471,15.1,16.9,5.5,367250,11,4.3,23.0,1.8,305,32130,1.0,6.798096532970768
4291,E01003419,Merton 025C,1703,60.4,21.6,8.7,279500,34,4.1,18.6,1.7,400,31266,4.0,23.48796241926013
4292,E01003420,Merton 025D,1380,19.1,21.1,8.5,308500,24,3.5,21.0,2.3,345,31724,4.0,28.985507246376812
4293,E01003422,Merton 025E,1377,28.8,22.9,6.8,325500,26,3.6,22.3,2.3,285,32129,5.0,36.31082062454612
4294,E01003744,Redbridge 001A,1337,66.4,15.9,2.0,417500,36,4.6,19.2,2.1,160,51617,2.0,14.958863126402393
4295,E01003745,Redbridge 001B,1435,48.8,18.1,3.7,877500,19,2.7,11.1,1.7,220,64816,2.0,13.937282229965156
4296,E01003746,Redbridge 001C,1486,64.1,13.9,3.6,480000,53,3.2,16.9,2.3,190,54442,8.0,53.83580080753701
4297,E01003747,Redbridge 001D,1343,29.8,15.1,2.0,725000,16,3.4,12.5,2.6,230,57253,2.0,14.892032762472077
4298,E01003748,Redbridge 001E,1545,40.5,19.3,4.4,784000,18,4.2,15.9,2.8,170,59842,29.0,187.70226537216828
4299,E01003749,Redbridge 001F,1605,20.5,29.5,8.8,375000,24,4.7,11.5,3.5,260,47128,2.0,12.461059190031154
4300,E01003750,Redbridge 001G,1671,37.3,18.4,5.0,274998,32,3.1,17.5,2.8,255,43601,12.0,71.8132854578097
4301,E01003720,Redbridge 002A,1777,52.7,22.8,7.7,240000,23,8.1,34.2,2.8,440,25692,18.0,101.29431626336522
4302,E01003722,Redbridge 002B,1772,27.6,23.4,10.4,256000,25,9.8,29.7,2.2,440,26185,8.0,45.14672686230248
4303,E01003723,Redbridge 002C,1742,29.1,19.7,9.1,225000,25,8.8,33.1,2.5,480,26292,9.0,51.66475315729047
4304,E01003726,Redbridge 002D,1524,379.0,22.0,13.3,241250,32,11.0,27.1,1.7,435,24827,25.0,164.04199475065616
4305,E01003721,Redbridge 003A,1659,18.3,25.9,10.8,250000,25,7.7,26.5,2.7,400,30196,20.0,120.55455093429778
4306,E01003724,Redbridge 003B,1381,20.9,21.4,9.2,287500,18,6.0,22.6,2.2,360,31973,4.0,28.96451846488052
4307,E01003725,Redbridge 003C,1498,15.1,22.0,9.7,250000,31,9.4,24.3,2.3,415,27795,7.0,46.72897196261682
4308,E01003727,Redbridge 003D,1600,21.5,19.8,9.9,250000,13,9.2,31.4,2.3,450,25060,10.0,62.5
4309,E01003654,Redbridge 004A,1563,23.4,24.6,7.5,400000,23,5.2,18.9,3.3,390,35373,3.0,19.193857965451055
4310,E01003655,Redbridge 004B,1510,22.4,23.6,8.1,372170,28,5.8,16.3,3.5,260,43216,12.0,79.47019867549669
4311,E01003658,Redbridge 004C,1649,23.3,30.0,16.0,380000,20,8.5,23.8,3.2,445,28252,7.0,42.449969678593085
4312,E01003660,Redbridge 004D,1718,54.2,14.9,5.0,361500,34,4.7,16.9,2.1,340,42891,4.0,23.28288707799767
4313,E01003656,Redbridge 005A,1489,54.2,18.5,6.1,297500,18,7.8,25.0,2.0,345,28455,6.0,40.295500335795836
4314,E01003657,Redbridge 005B,2089,43.3,18.6,6.6,292500,48,6.6,20.9,1.7,400,35204,6.0,28.721876495931067
4315,E01003659,Redbridge 005C,1640,37.1,22.3,8.8,331000,39,5.9,17.6,1.8,385,38389,17.0,103.65853658536587
4316,E01003698,Redbridge 006A,1385,18.6,21.5,8.5,320000,13,4.6,19.3,2.5,325,36932,3.0,21.660649819494584
4317,E01003699,Redbridge 006B,1415,85.9,19.9,7.7,291000,22,4.5,22.4,3.0,320,35046,56.0,395.75971731448766
4318,E01003700,Redbridge 006C,2240,65.9,24.6,8.8,313600,30,6.1,23.0,3.1,510,31389,21.0,93.75
4319,E01003701,Redbridge 006D,1788,29.5,35.0,19.0,367500,22,7.2,21.1,4.2,445,31608,21.0,117.4496644295302
4320,E01003702,Redbridge 006E,1620,31.0,27.5,10.6,235000,45,6.2,23.1,2.8,385,30251,16.0,98.76543209876543
4321,E01003703,Redbridge 006F,2501,99.3,21.9,9.3,436000,60,6.8,19.0,1.5,580,42484,8.0,31.98720511795282
4322,E01003704,Redbridge 006G,1681,29.2,25.0,10.4,250000,26,9.3,20.8,3.0,425,29126,7.0,41.641879833432476
4323,E01003668,Redbridge 007A,1622,22.0,24.4,8.1,336500,46,4.8,13.7,3.8,200,48014,35.0,215.78298397040692
4324,E01003669,Redbridge 007B,1528,17.8,16.4,4.8,357500,35,2.4,9.8,2.3,265,53036,36.0,235.60209424083772
4325,E01003670,Redbridge 007C,1496,24.4,19.4,4.3,495000,13,5.9,12.8,2.5,285,47494,9.0,60.16042780748663
4326,E01003671,Redbridge 007D,1533,20.2,15.6,4.5,525000,15,3.3,13.1,2.1,290,53250,1.0,6.523157208088715
4327,E01003672,Redbridge 007E,1430,18.3,25.7,8.1,269500,29,7.3,17.9,3.0,315,31887,11.0,76.92307692307693
